feature,importance,omic_layer
"drugresponse_436;CAP-232, TT-232, TLN-232;GDSC1",0.1472413723640335,drugresponse
metabolomics_asparagine,0.1472027376326456,metabolomics
metabolomics_C48:2 TAG,0.1471044971018466,metabolomics
metabolomics_C54:4 TAG,0.1470209720804332,metabolomics
copynumber_ARHGEF10,0.1469826107732299,copynumber
metabolomics_glutathione reduced,0.1459576356863161,metabolomics
metabolomics_C32:1 PC,0.1455605176050455,metabolomics
copynumber_MET,0.1450997281740623,copynumber
metabolomics_C16:1 CE,0.1449695464557171,metabolomics
metabolomics_C34:1 PC,0.144791598244432,metabolomics
metabolomics_C16:0 LPE,0.1443725277221665,metabolomics
metabolomics_adenosine,0.143733364153329,metabolomics
copynumber_PMS2,0.1436901121834354,copynumber
metabolomics_thiamine,0.1434451758036124,metabolomics
drugresponse_1237;EPZ004777;GDSC2,0.1430125969761989,drugresponse
drugresponse_437;Trichostatin A;GDSC1,0.1421266837972676,drugresponse
drugresponse_1382;AZD3514;GDSC1,0.1419569413314857,drugresponse
drugresponse_1031;Elesclomol;GDSC1,0.1419231668678157,drugresponse
metabolomics_oleylcarnitine,0.1418857229085583,metabolomics
metabolomics_C52:3 TAG,0.1418431666932098,metabolomics
drugresponse_478;LDN-193189;GDSC1,0.1415998232502851,drugresponse
copynumber_CDH10,0.1415027170528724,copynumber
copynumber_BAP1,0.1407604274052584,copynumber
copynumber_SDHA,0.1407562099547165,copynumber
drugresponse_1019;Bosutinib;GDSC1,0.1405706330705106,drugresponse
drugresponse_1049;PD173074;GDSC1,0.1405647382296581,drugresponse
drugresponse_1192;GSK269962A;GDSC1,0.1403549274111564,drugresponse
copynumber_RB1,0.1402166611407251,copynumber
metabolomics_valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,0.140195512141165,metabolomics
drugresponse_1922;Cediranib;GDSC2,0.1395626117964227,drugresponse
drugresponse_435;C-75;GDSC1,0.1394837190122867,drugresponse
metabolomics_C38:4 PC,0.1394828930452757,metabolomics
metabolomics_C18:0 CE,0.139469118663534,metabolomics
drugresponse_1054;Palbociclib;GDSC1,0.1392230318580612,drugresponse
metabolomics_C18:1 SM,0.1385874579694779,metabolomics
metabolomics_betaine,0.1385411715596179,metabolomics
copynumber_RAC1,0.1384466953854273,copynumber
metabolomics_C16:1 SM,0.1381652225675727,metabolomics
drugresponse_2109;AZ6102;GDSC2,0.1379416238448136,drugresponse
drugresponse_1072;Avagacestat;GDSC1,0.137921011242454,drugresponse
copynumber_TP53,0.1372688460062044,copynumber
drugresponse_1039;SL0101;GDSC1,0.1372681215444617,drugresponse
drugresponse_1033;Vismodegib;GDSC1,0.1371276708112158,drugresponse
metabolomics_taurine,0.1368656195044344,metabolomics
copynumber_PTPRB,0.1367579812380718,copynumber
copynumber_MGA,0.1366026737141122,copynumber
metabolomics_valine,0.1365808607812508,metabolomics
metabolomics_NAD,0.1363478305908602,metabolomics
metabolomics_malate,0.1361012937076589,metabolomics
metabolomics_C36:3 PC,0.1360005041980331,metabolomics
metabolomics_C36:2 PC,0.1357252538817973,metabolomics
drugresponse_1091;BMS-536924;GDSC1,0.1352616941257643,drugresponse
copynumber_RAD21,0.1351941378550328,copynumber
metabolomics_C54:2 TAG,0.1349451938945832,metabolomics
drugresponse_2110;GSK591;GDSC2,0.1346500825741644,drugresponse
drugresponse_1034;Staurosporine;GDSC2,0.1343720674866101,drugresponse
drugresponse_1001;AICA Ribonucleotide;GDSC1,0.1340268653544933,drugresponse
drugresponse_2282;Romidepsin;GDSC2,0.1340229059729208,drugresponse
metabolomics_C20:4 CE,0.1339956115002316,metabolomics
drugresponse_1069;EHT-1864;GDSC1,0.1338816687756834,drugresponse
copynumber_RECQL4,0.1335310075086738,copynumber
metabolomics_N-carbamoyl-beta-alanine,0.133396956598376,metabolomics
drugresponse_415;CPI-613;GDSC1,0.1332162097719459,drugresponse
metabolomics_F1P/F6P/G1P/G6P,0.1327151165292049,metabolomics
copynumber_TERT,0.1326506381368684,copynumber
metabolomics_C58:7 TAG,0.1325333040650531,metabolomics
metabolomics_pipecolic acid,0.1324952106625652,metabolomics
drugresponse_171;AKT inhibitor VIII;GDSC1,0.1324915131549969,drugresponse
drugresponse_1190;Gemcitabine;GDSC2,0.1323869989179294,drugresponse
copynumber_PTPN13,0.1320935594671872,copynumber
drugresponse_428;Pemetrexed;GDSC1,0.1320381427989114,drugresponse
drugresponse_1018;Veliparib;GDSC1,0.1319622883377156,drugresponse
metabolomics_glutathione oxidized,0.1317688846849557,metabolomics
drugresponse_1025;SB216763;GDSC2,0.1317541971894541,drugresponse
metabolomics_cystathionine,0.1314746895216331,metabolomics
drugresponse_1375;Temozolomide;GDSC1,0.1311479223389185,drugresponse
copynumber_APOBEC3B,0.1309704347727488,copynumber
drugresponse_1006;Cytarabine;GDSC1,0.1308390242263436,drugresponse
copynumber_CUX1,0.1306994496901712,copynumber
metabolomics_thymidine,0.1306570226252014,metabolomics
metabolomics_serine,0.1302817945956984,metabolomics
drugresponse_1425;BPTES;GDSC1,0.1302740108622072,drugresponse
drugresponse_1248;Daporinad;GDSC1,0.130196199966851,drugresponse
drugresponse_439;LCL161;GDSC1,0.1296794710813882,drugresponse
copynumber_EXT1,0.1296515322648666,copynumber
drugresponse_1079;Dasatinib;GDSC2,0.1292928877065936,drugresponse
drugresponse_2043;BIBR-1532;GDSC2,0.1292569900581906,drugresponse
drugresponse_576;RU-SKI 43;GDSC1,0.1291878619452267,drugresponse
drugresponse_1067;CCT007093;GDSC1,0.1290257938071415,drugresponse
metabolomics_methionine sulfoxide,0.1289330654020525,metabolomics
drugresponse_476;SB505124;GDSC1,0.1286858548823334,drugresponse
drugresponse_1261;rTRAIL;GDSC1,0.1286546481083893,drugresponse
drugresponse_1047;Nutlin-3a (-);GDSC1,0.1286543482720918,drugresponse
metabolomics_UDP-galactose/UDP-glucose,0.128569495344561,metabolomics
metabolomics_lactate,0.1284395927870272,metabolomics
drugresponse_2466;CA3;GDSC2,0.1283500022878432,drugresponse
metabolomics_histidine,0.1282397958841295,metabolomics
drugresponse_165;DMOG;GDSC1,0.1282376425538713,drugresponse
drugresponse_1007;Docetaxel;GDSC2,0.1281988593632535,drugresponse
drugresponse_1047;Nutlin-3a (-);GDSC2,0.1281609970301286,drugresponse
drugresponse_1036;PLX-4720;GDSC2,0.1280474948884372,drugresponse
drugresponse_1092;Saracatinib;GDSC2,0.1279392220128548,drugresponse
metabolomics_C18:0 LPE,0.1278134500858322,metabolomics
copynumber_CARD11,0.1277819781613495,copynumber
copynumber_FOXA2,0.1277790679840603,copynumber
drugresponse_1529;Pevonedistat;GDSC2,0.1277504778329365,drugresponse
copynumber_IKZF1,0.1275784387658337,copynumber
metabolomics_C18:1 LPE,0.1275732900751748,metabolomics
drugresponse_1048;Mirin;GDSC1,0.1275511429466395,drugresponse
drugresponse_1997;WEHI-539;GDSC2,0.1269686423019564,drugresponse
drugresponse_1016;Temsirolimus;GDSC1,0.126831487942517,drugresponse
drugresponse_1194;SB505124;GDSC1,0.1266980902856675,drugresponse
drugresponse_156;AZD6482;GDSC1,0.1264414809058827,drugresponse
drugresponse_1038;NU7441;GDSC1,0.1264281731758975,drugresponse
drugresponse_1910;ABT737;GDSC2,0.126399347324034,drugresponse
copynumber_TOP2A,0.1263869346642847,copynumber
drugresponse_1073;5-Fluorouracil;GDSC2,0.1263066346212637,drugresponse
drugresponse_546;FTY-720;GDSC1,0.1262042722682229,drugresponse
copynumber_NFATC2,0.1261771079564401,copynumber
drugresponse_372;Pilaralisib;GDSC1,0.1260530317422328,drugresponse
drugresponse_263;FR-180204;GDSC1,0.1259244576687882,drugresponse
drugresponse_264;ACY-1215;GDSC1,0.1258229934525676,drugresponse
copynumber_CCND1,0.1255634376011955,copynumber
drugresponse_147;NSC-87877;GDSC1,0.1255514456853776,drugresponse
copynumber_NIPBL,0.1250653797018396,copynumber
metabolomics_C22:6 LPE,0.1248722654500148,metabolomics
drugresponse_1940;WIKI4;GDSC2,0.1247791930782249,drugresponse
drugresponse_1259;Talazoparib;GDSC2,0.1247661085020717,drugresponse
drugresponse_1938;Tretinoin;GDSC2,0.1243807335162436,drugresponse
copynumber_LIFR,0.1242890888318923,copynumber
drugresponse_219;AT-7519;GDSC1,0.1242496904440904,drugresponse
drugresponse_164;JQ12;GDSC1,0.1240127060971861,drugresponse
drugresponse_2046;MK-8776;GDSC2,0.1239929739605752,drugresponse
drugresponse_1036;PLX-4720;GDSC1,0.1239013455447874,drugresponse
metabolomics_C58:6 TAG,0.1237481245532549,metabolomics
metabolomics_acetylcarnitine,0.1235418042344574,metabolomics
drugresponse_1932;NVP-ADW742;GDSC2,0.1233165677892656,drugresponse
metabolomics_C36:2 DAG,0.1232503042440054,metabolomics
drugresponse_1436;MCT1_6447;GDSC1,0.1231539869092967,drugresponse
metabolomics_ribose-5-P/ribulose5-P,0.1230820029556389,metabolomics
metabolomics_inosine,0.1230554438437124,metabolomics
metabolomics_C32:0 PC,0.1230242110627119,metabolomics
drugresponse_1236;UNC0638;GDSC1,0.1229812059827099,drugresponse
copynumber_DEK,0.1227352515875439,copynumber
metabolomics_tyrosine,0.1226955347045496,metabolomics
copynumber_ASXL1,0.1226684526140726,copynumber
copynumber_LMNA,0.1225041987292573,copynumber
drugresponse_1371;PLX-4720;GDSC1,0.1224988206213221,drugresponse
drugresponse_552;BAM7;GDSC1,0.1221877764453533,drugresponse
drugresponse_1437;MCT4_1422;GDSC1,0.1221195774903753,drugresponse
metabolomics_taurodeoxycholate/taurochenodeoxycholate,0.1221099766136496,metabolomics
copynumber_PTK6,0.1220548056367143,copynumber
metabolomics_C52:2 TAG,0.1220031508672339,metabolomics
drugresponse_1011;Navitoclax;GDSC2,0.1218608443027033,drugresponse
drugresponse_375;Voxtalisib;GDSC1,0.1218172572363712,drugresponse
metabolomics_arginine,0.1217896645725488,metabolomics
drugresponse_173;FH535;GDSC1,0.1215790352825145,drugresponse
drugresponse_1089;Oxaliplatin;GDSC2,0.121469801451785,drugresponse
copynumber_PLCB4,0.1213817474725913,copynumber
metabolomics_C50:2 TAG,0.121338386429619,metabolomics
drugresponse_2177;SGC0946;GDSC2,0.1211428102819261,drugresponse
drugresponse_2460;Prexasertib;GDSC2,0.1211003015118724,drugresponse
drugresponse_1937;S-crizotinib;GDSC2,0.1210603570675433,drugresponse
copynumber_JAK2,0.1209541079749858,copynumber
metabolomics_C24:0 SM,0.1209315482280285,metabolomics
drugresponse_269;NSC-207895;GDSC1,0.1207121742559391,drugresponse
drugresponse_310;YM201636;GDSC1,0.1204776041262097,drugresponse
drugresponse_1427;AZD5582;GDSC1,0.1204334984057242,drugresponse
drugresponse_1494;SN-38;GDSC2,0.12036530630764,drugresponse
metabolomics_glutamine,0.1203472622973092,metabolomics
drugresponse_2044;Pyridostatin;GDSC2,0.1203152233835312,drugresponse
drugresponse_2182;A-366;GDSC2,0.1201208792503603,drugresponse
metabolomics_ornithine,0.120037852940195,metabolomics
copynumber_PSIP1,0.1200109569957036,copynumber
drugresponse_446;MIM1;GDSC1,0.1199137337458326,drugresponse
metabolomics_oxalate,0.1195190338322093,metabolomics
metabolomics_C22:1 SM,0.1192329177594166,metabolomics
metabolomics_cotinine,0.1191428228391305,metabolomics
drugresponse_1025;SB216763;GDSC1,0.1190751498227809,drugresponse
drugresponse_134;Etoposide;GDSC1,0.1189884484449217,drugresponse
drugresponse_1072;Avagacestat;GDSC2,0.1188963734374899,drugresponse
drugresponse_1925;GDC0810;GDSC2,0.1188308217240885,drugresponse
copynumber_ERCC5,0.1188210774506653,copynumber
metabolomics_DHAP/glyceraldehyde 3P,0.1187419825100556,metabolomics
drugresponse_1199;Tamoxifen;GDSC2,0.1186999605166059,drugresponse
metabolomics_2-deoxycytidine,0.1181387283451533,metabolomics
drugresponse_380;BIBF-1120;GDSC1,0.1179248339858645,drugresponse
copynumber_YWHAE,0.1177251166244091,copynumber
drugresponse_1010;Gefitinib;GDSC1,0.1176319103361697,drugresponse
drugresponse_1786;AZD4547;GDSC2,0.117512165960951,drugresponse
copynumber_RBM39,0.1171252494265768,copynumber
drugresponse_152;CP466722;GDSC1,0.1170927307188249,drugresponse
metabolomics_pyroglutamic acid,0.1170827568379143,metabolomics
metabolomics_GABA,0.1170267445824565,metabolomics
metabolomics_uracil,0.1169900960457932,metabolomics
drugresponse_1933;P22077;GDSC2,0.1168136446265889,drugresponse
"drugresponse_376;Brivanib, BMS-540215;GDSC1",0.1168047837905102,drugresponse
copynumber_TRRAP,0.1167841412791474,copynumber
drugresponse_192;LFM-A13;GDSC1,0.1166465950234429,drugresponse
metabolomics_creatine,0.1165970449675274,metabolomics
drugresponse_1927;GSK2578215A;GDSC2,0.1165339477001039,drugresponse
drugresponse_1011;Navitoclax;GDSC1,0.1162786995986928,drugresponse
copynumber_SIRPA,0.1162254311168283,copynumber
drugresponse_1394;AZD6738;GDSC1,0.1162026468507334,drugresponse
metabolomics_myristoylcarnitine,0.1161411881319854,metabolomics
copynumber_ZBTB7B,0.11612718142328,copynumber
copynumber_IL7R,0.1160612648272966,copynumber
drugresponse_1020;Lenalidomide;GDSC1,0.1160330274776855,drugresponse
drugresponse_1049;PD173074;GDSC2,0.1160295299699915,drugresponse
drugresponse_328;SNX-2112;GDSC1,0.1159353030989016,drugresponse
metabolomics_phosphocreatine,0.1158056719801263,metabolomics
drugresponse_1038;NU7441;GDSC2,0.1157690802589012,drugresponse
drugresponse_1023;GW441756;GDSC2,0.1157340605917244,drugresponse
metabolomics_CMP,0.1156728052509918,metabolomics
copynumber_SS18L1,0.1156338468593261,copynumber
metabolomics_C54:6 TAG,0.1156119003248289,metabolomics
metabolomics_glucuronate,0.1154888951707744,metabolomics
drugresponse_1057;Dactolisib;GDSC1,0.1153861598299534,drugresponse
drugresponse_176;IPA-3;GDSC1,0.1153667453033098,drugresponse
drugresponse_1050;ZM447439;GDSC2,0.1148522445233834,drugresponse
drugresponse_1518;Lasalocid;GDSC1,0.1147100962098324,drugresponse
drugresponse_477;A-83-01;GDSC1,0.1146823081773701,drugresponse
drugresponse_1008;Methotrexate;GDSC1,0.1146113100564638,drugresponse
drugresponse_1862;MG-132;GDSC2,0.1145045887480357,drugresponse
metabolomics_lauroylcarnitine,0.1141910471352119,metabolomics
metabolomics_C22:0 SM,0.1141093891034202,metabolomics
drugresponse_1560;Alpelisib;GDSC2,0.1140598419644546,drugresponse
drugresponse_1262;UNC1215;GDSC1,0.1139122046866434,drugresponse
drugresponse_1495;Olaparib;GDSC1,0.1138504667752351,drugresponse
drugresponse_1030;KU-55933;GDSC2,0.1138082542249589,drugresponse
metabolomics_stearoylcarnitine,0.1137699897167678,metabolomics
drugresponse_298;OSI-930;GDSC1,0.1137483762428221,drugresponse
drugresponse_1032;Afatinib;GDSC2,0.1136978695543713,drugresponse
drugresponse_1133;Serdemetan;GDSC1,0.1136216432424859,drugresponse
drugresponse_136;Mitomycin-C;GDSC1,0.1135512431994797,drugresponse
drugresponse_1219;PFI-1;GDSC1,0.1134528899728713,drugresponse
drugresponse_1064;Sonolisib;GDSC2,0.113437543590048,drugresponse
metabolomics_C34:3 PC,0.1133775069481099,metabolomics
drugresponse_1558;Lapatinib;GDSC2,0.1133317437631587,drugresponse
drugresponse_1054;Palbociclib;GDSC2,0.1132796072537017,drugresponse
drugresponse_1170;CCT-018159;GDSC1,0.1130952293724603,drugresponse
copynumber_PDCD1LG2,0.1130366115411071,copynumber
copynumber_SALL4,0.1128569755303225,copynumber
drugresponse_2255;RK-33;GDSC2,0.1128101690948945,drugresponse
drugresponse_1559;Luminespib;GDSC2,0.1127656405712497,drugresponse
drugresponse_1061;SB590885;GDSC2,0.1127303432136078,drugresponse
drugresponse_1028;VX-702;GDSC1,0.1126950535892434,drugresponse
metabolomics_C48:0 TAG,0.1126776403892985,metabolomics
drugresponse_1511;Epirubicin;GDSC2,0.1126372923766513,drugresponse
drugresponse_1494;SN-38;GDSC1,0.1125067287964511,drugresponse
drugresponse_207;AS601245;GDSC1,0.1123859347094786,drugresponse
drugresponse_1053;MK-2206;GDSC2,0.1123502869893981,drugresponse
copynumber_CD274,0.1123386145446746,copynumber
drugresponse_1516;Cymarine;GDSC1,0.1123059899757787,drugresponse
metabolomics_hexoses (HILIC neg),0.1123058219874124,metabolomics
drugresponse_1928;I-BRD9;GDSC2,0.1123049734213473,drugresponse
metabolomics_C38:2 PC,0.1122711299407605,metabolomics
drugresponse_175;PAC-1;GDSC1,0.1121077126257455,drugresponse
drugresponse_1930;Telomerase Inhibitor IX;GDSC2,0.112065736576038,drugresponse
drugresponse_1023;GW441756;GDSC1,0.1120579259204199,drugresponse
drugresponse_1012;Vorinostat;GDSC1,0.112051084907934,drugresponse
metabolomics_sorbitol,0.1120361411199113,metabolomics
drugresponse_224;AS605240;GDSC1,0.1119271896101736,drugresponse
drugresponse_1021;Axitinib;GDSC2,0.111862555932606,drugresponse
drugresponse_1598;LGK974;GDSC2,0.1118085478874073,drugresponse
drugresponse_1451;PLK_6522;GDSC1,0.111796778121733,drugresponse
drugresponse_1449;AZD1208;GDSC1,0.1117600278603563,drugresponse
drugresponse_1149;TW 37;GDSC1,0.1117173323040569,drugresponse
drugresponse_1026;Tanespimycin;GDSC1,0.1116525026448794,drugresponse
drugresponse_197;Bryostatin 1;GDSC1,0.1116103349733301,drugresponse
drugresponse_1030;KU-55933;GDSC1,0.1115660191312661,drugresponse
copynumber_PTPRD,0.1115033346966035,copynumber
drugresponse_1004;Vinblastine;GDSC1,0.1114319004925589,drugresponse
copynumber_CRNKL1,0.1114076558946791,copynumber
drugresponse_1043;JNK Inhibitor VIII;GDSC1,0.1114033607864215,drugresponse
drugresponse_1458;PARP_9495;GDSC1,0.1112439425612063,drugresponse
drugresponse_1050;ZM447439;GDSC1,0.1111501872828105,drugresponse
drugresponse_432;Flavopiridol;GDSC1,0.1109316561483589,drugresponse
metabolomics_succinate/methylmalonate,0.1109246664131081,metabolomics
drugresponse_159;HG6-64-1;GDSC1,0.1107443121088924,drugresponse
drugresponse_151;QS11;GDSC1,0.11071784767638,drugresponse
drugresponse_1191;Bortezomib;GDSC2,0.1107157905016737,drugresponse
metabolomics_C54:5 TAG,0.1106695757466263,metabolomics
drugresponse_291;KIN001-266;GDSC1,0.1106562576525998,drugresponse
drugresponse_2170;AT13148;GDSC2,0.1106263266544652,drugresponse
drugresponse_140;Vinorelbine;GDSC1,0.1105379104500594,drugresponse
metabolomics_malonylcarnitine,0.1104479207758769,metabolomics
drugresponse_167;OSU-03012;GDSC1,0.1103481110774376,drugresponse
drugresponse_252;WZ3105;GDSC1,0.1102035815582137,drugresponse
metabolomics_butyrylcarnitine/isobutyrylcarnitine,0.1101714882796759,metabolomics
drugresponse_1129;PF-4708671;GDSC1,0.1100989482925155,drugresponse
copynumber_FAT1,0.1099326998434614,copynumber
copynumber_SMAD4,0.10989860856902,copynumber
metabolomics_butyrobetaine,0.1097169315566709,metabolomics
drugresponse_1421;FGFR_0939;GDSC1,0.1096956159433709,drugresponse
drugresponse_262;VX-11e;GDSC1,0.1096693999785268,drugresponse
drugresponse_1432;AZD1480;GDSC1,0.1096241138423343,drugresponse
copynumber_TFEB,0.1095990008247593,copynumber
drugresponse_1185;KU-60019;GDSC1,0.1095839552351551,drugresponse
drugresponse_1918;AZD8186;GDSC2,0.109547789982806,drugresponse
drugresponse_1512;Cyclophosphamide;GDSC2,0.1095447038360713,drugresponse
copynumber_KAT6A,0.1095348784336098,copynumber
drugresponse_2303;G-5555;GDSC2,0.1094773143378341,drugresponse
drugresponse_1241;CHIR-99021;GDSC1,0.1094577127369197,drugresponse
drugresponse_1179;MK-1775;GDSC2,0.1094056377653731,drugresponse
copynumber_CCND3,0.1093863351963846,copynumber
copynumber_KLF5,0.1093788281881878,copynumber
drugresponse_1062;Selumetinib;GDSC1,0.1093622190840454,drugresponse
copynumber_FLCN,0.1090488894297912,copynumber
drugresponse_1510;Linsitinib;GDSC2,0.1089866519563582,drugresponse
drugresponse_1909;Venetoclax;GDSC2,0.1085835611206608,drugresponse
drugresponse_302;PI-103;GDSC1,0.1085417552117208,drugresponse
drugresponse_1934;P5091;GDSC2,0.108520627115199,drugresponse
drugresponse_461;NSC319726;GDSC1,0.1082804474556207,drugresponse
drugresponse_179;5-Fluorouracil;GDSC1,0.1082722696632322,drugresponse
copynumber_DIS3,0.1082648442372541,copynumber
copynumber_EGFR,0.1081989878124821,copynumber
drugresponse_1266;ICL1100013;GDSC1,0.1081538151132931,drugresponse
drugresponse_562;AGI-6780;GDSC1,0.1081338417283422,drugresponse
drugresponse_245;UNC0638;GDSC1,0.1080485610735547,drugresponse
metabolomics_C52:1 TAG,0.1080196845277361,metabolomics
drugresponse_1168;Erlotinib;GDSC2,0.1079839326134268,drugresponse
copynumber_ING1,0.1078196701665624,copynumber
metabolomics_citrulline,0.1077410496701692,metabolomics
drugresponse_1059;AZD8055;GDSC1,0.1076685563371741,drugresponse
drugresponse_1136;Capivasertib;GDSC1,0.107611518886251,drugresponse
drugresponse_194;Luminespib;GDSC1,0.1075762981145464,drugresponse
metabolomics_fumarate/maleate/alpha-ketoisovalerate,0.107529380964905,metabolomics
metabolomics_C34:4 PC,0.1073266639864885,metabolomics
drugresponse_265;Tubastatin A;GDSC1,0.1072581837521248,drugresponse
metabolomics_C50:3 TAG,0.1071875600062444,metabolomics
metabolomics_C14:0 CE,0.1071717290542912,metabolomics
drugresponse_447;ETP-45835;GDSC1,0.1071243841331423,drugresponse
drugresponse_1908;Ulixertinib;GDSC2,0.1070212142082796,drugresponse
copynumber_CYSLTR2,0.1069978580737259,copynumber
drugresponse_1409;AZD4877;GDSC1,0.1069700265394927,drugresponse
drugresponse_1429;IAP_7638;GDSC1,0.1069510439585747,drugresponse
drugresponse_222;BX-912;GDSC1,0.106867767379353,drugresponse
drugresponse_1067;CCT007093;GDSC2,0.1068550187921569,drugresponse
drugresponse_1009;Tretinoin;GDSC1,0.1067805819526936,drugresponse
drugresponse_1175;Rucaparib;GDSC1,0.1067168571114228,drugresponse
drugresponse_182;Obatoclax Mesylate;GDSC1,0.1067023662604086,drugresponse
drugresponse_1996;MIM1;GDSC2,0.1066868661667178,drugresponse
copynumber_RBM38,0.1066704889268647,copynumber
metabolomics_xanthosine,0.1066357666585311,metabolomics
drugresponse_1386;Doxorubicin;GDSC1,0.1065869840143685,drugresponse
metabolomics_acetylglycine,0.1065362331858275,metabolomics
copynumber_MALT1,0.1064016026443228,copynumber
drugresponse_281;Alectinib;GDSC1,0.1063351318620674,drugresponse
drugresponse_408;Sphingosine Kinase 1 Inhibitor II;GDSC1,0.1063045075252637,drugresponse
metabolomics_SDMA/ADMA,0.1062301842336944,metabolomics
drugresponse_2152;I-BET151;GDSC2,0.1062037534909356,drugresponse
metabolomics_glycine,0.1060857509892839,metabolomics
drugresponse_235;QL-XII-47;GDSC1,0.1060605012344889,drugresponse
metabolomics_C46:1 TAG,0.1059386185801359,metabolomics
copynumber_NCOR1,0.1058531619093646,copynumber
metabolomics_C14:0 SM,0.1057807771301931,metabolomics
drugresponse_1005;Cisplatin;GDSC1,0.1056967543676093,drugresponse
drugresponse_345;KIN001-270;GDSC1,0.1056152445685693,drugresponse
drugresponse_1032;Afatinib;GDSC1,0.1055492497596402,drugresponse
drugresponse_1936;Savolitinib;GDSC2,0.105271776204191,drugresponse
metabolomics_urate,0.1051243325572145,metabolomics
copynumber_GNAS,0.1050818347982331,copynumber
drugresponse_1057;Dactolisib;GDSC2,0.1050341142561801,drugresponse
drugresponse_1022;AZD7762;GDSC2,0.1049959407467314,drugresponse
metabolomics_alanine,0.1049850178648459,metabolomics
drugresponse_1430;IGFR_3801;GDSC1,0.1049834873025316,drugresponse
drugresponse_1851;Ceritinib;GDSC2,0.1049696159538222,drugresponse
metabolomics_hypoxanthine,0.1049060974116202,metabolomics
drugresponse_2308;PF-3644022;GDSC2,0.1048722269156319,drugresponse
drugresponse_221;TAK-715;GDSC1,0.104745699699251,drugresponse
drugresponse_1393;Gemcitabine;GDSC1,0.1047327415558437,drugresponse
metabolomics_creatinine,0.1047323476002129,metabolomics
drugresponse_1419;FEN1_3940;GDSC1,0.1044641826097606,drugresponse
drugresponse_268;Sepantronium bromide;GDSC1,0.1044312042593478,drugresponse
