feature,importance,omic_layer
copynumber_H3C2,0.8541250164296559,copynumber
drugresponse_1463;AZD1332;GDSC1,0.8524405225638427,drugresponse
drugresponse_1372;Trametinib;GDSC1,0.8524098528685996,drugresponse
drugresponse_1069;EHT-1864;GDSC1,0.8507864866064687,drugresponse
drugresponse_380;BIBF-1120;GDSC1,0.8503319393028731,drugresponse
"drugresponse_436;CAP-232, TT-232, TLN-232;GDSC1",0.8465891241408705,drugresponse
metabolomics_allantoin,0.8460223617353948,metabolomics
drugresponse_1502;Bicalutamide;GDSC1,0.8458720933572208,drugresponse
metabolomics_citrulline,0.8433501821414578,metabolomics
drugresponse_1069;EHT-1864;GDSC2,0.8420778009879655,drugresponse
copynumber_TGIF1,0.8420255681346681,copynumber
drugresponse_136;Mitomycin-C;GDSC1,0.841093219112444,drugresponse
metabolomics_fumarate/maleate/alpha-ketoisovalerate,0.8408481633831641,metabolomics
copynumber_SALL4,0.83883811208559,copynumber
metabolomics_AMP,0.8386915682853014,metabolomics
drugresponse_1558;Lapatinib;GDSC2,0.8374878548244145,drugresponse
drugresponse_1598;LGK974;GDSC2,0.8369666732168433,drugresponse
drugresponse_1025;SB216763;GDSC2,0.836816566610535,drugresponse
copynumber_BIRC6,0.8346530784691158,copynumber
metabolomics_glutamate,0.8330371414664568,metabolomics
metabolomics_C16:1 CE,0.8318274965552366,metabolomics
drugresponse_2096;VX-11e;GDSC2,0.8317842478985177,drugresponse
metabolomics_hexoses (HILIC neg),0.8310861282465771,metabolomics
metabolomics_C20:3 CE,0.830294986382772,metabolomics
drugresponse_332;XMD15-27;GDSC1,0.829683452352131,drugresponse
drugresponse_1527;Pictilisib;GDSC1,0.829647423986024,drugresponse
drugresponse_1015;CI-1040;GDSC1,0.8290840438704967,drugresponse
drugresponse_1047;Nutlin-3a (-);GDSC1,0.8286051842826923,drugresponse
metabolomics_malate,0.8264869765509869,metabolomics
copynumber_TRRAP,0.8243735393462989,copynumber
drugresponse_1373;Dabrafenib;GDSC2,0.8233058362300899,drugresponse
drugresponse_1374;Dabrafenib (1373) + Trametinib (1372);GDSC1,0.8224454144734556,drugresponse
metabolomics_F1P/F6P/G1P/G6P,0.82202579378732,metabolomics
copynumber_AXIN2,0.8197326089254303,copynumber
metabolomics_UDP-galactose/UDP-glucose,0.819061406859193,metabolomics
copynumber_SDC4,0.8187967282663178,copynumber
copynumber_SFRP4,0.8186449435400323,copynumber
drugresponse_257;NPK76-II-72-1;GDSC1,0.8181409301510507,drugresponse
copynumber_PSIP1,0.8174338901243814,copynumber
copynumber_ZBTB7B,0.8168425474477076,copynumber
copynumber_TCEA1,0.8127173786547864,copynumber
drugresponse_134;Etoposide;GDSC1,0.8121849757055655,drugresponse
metabolomics_taurine,0.8092190022129553,metabolomics
copynumber_RUNX1T1,0.8091649974753685,copynumber
metabolomics_C36:2 PC,0.8089909598615581,metabolomics
metabolomics_lysine,0.808369387249893,metabolomics
proteomics_RAB21,0.8062656900914956,proteomics
copynumber_MET,0.8060375559512669,copynumber
drugresponse_201;Epothilone B;GDSC1,0.8050082058972078,drugresponse
metabolomics_C38:4 PC,0.8044099733484166,metabolomics
drugresponse_1019;Bosutinib;GDSC1,0.8041414097666884,drugresponse
copynumber_TPM3,0.8030319450294151,copynumber
drugresponse_446;MIM1;GDSC1,0.8012723022246223,drugresponse
drugresponse_2045;AMG-319;GDSC2,0.8008861708774327,drugresponse
metabolomics_C18:1 SM,0.8007225209058445,metabolomics
copynumber_KMT2C,0.7995405450825883,copynumber
drugresponse_175;PAC-1;GDSC1,0.7993748641543212,drugresponse
drugresponse_1010;Gefitinib;GDSC1,0.7992930156677397,drugresponse
metabolomics_valine,0.7992700693656791,metabolomics
metabolomics_alpha-glycerophosphate,0.7972575815549818,metabolomics
drugresponse_236;IC-87114;GDSC1,0.7967013044325857,drugresponse
metabolomics_tyrosine,0.796086142024811,metabolomics
drugresponse_272;AR-42;GDSC1,0.7942173890444412,drugresponse
drugresponse_245;UNC0638;GDSC1,0.7920344753003822,drugresponse
copynumber_HOXA9,0.791764990660579,copynumber
drugresponse_1054;Palbociclib;GDSC1,0.79018062304748,drugresponse
copynumber_HOXA11,0.7899909749749923,copynumber
drugresponse_303;PIK-93;GDSC1,0.7895725467202331,drugresponse
copynumber_MB21D2,0.7880148171858045,copynumber
copynumber_LMNA,0.7874221911001466,copynumber
copynumber_NT5C3A,0.7848629511038158,copynumber
metabolomics_C16:0 LPC,0.7833766184195717,metabolomics
drugresponse_2365;ML216;GDSC2,0.7828206850292635,drugresponse
drugresponse_261;TL-1-85;GDSC1,0.7812775450760348,drugresponse
drugresponse_1924;Ipatasertib;GDSC2,0.7787008215687594,drugresponse
copynumber_EIF3E,0.7776703597015486,copynumber
proteomics_DLAT,0.7776137412841844,proteomics
metabolomics_C22:6 LPE,0.7773490481698355,metabolomics
drugresponse_372;Pilaralisib;GDSC1,0.7769715375169078,drugresponse
drugresponse_1786;AZD4547;GDSC2,0.7767488865534548,drugresponse
metabolomics_methionine,0.7766097814210411,metabolomics
copynumber_FOXO1,0.7746944230120476,copynumber
copynumber_KLF5,0.7746165990942034,copynumber
drugresponse_1926;GNE-317;GDSC2,0.774379735041953,drugresponse
drugresponse_1091;BMS-536924;GDSC2,0.7734477845256992,drugresponse
drugresponse_356;AT7867;GDSC1,0.7730704574595594,drugresponse
metabolomics_GMP,0.7728188910711219,metabolomics
drugresponse_207;AS601245;GDSC1,0.7727433731443494,drugresponse
drugresponse_1057;Dactolisib;GDSC2,0.7716940242803676,drugresponse
drugresponse_362;CI-1033;GDSC1,0.7713690316381985,drugresponse
copynumber_MUC1,0.7705866370537834,copynumber
drugresponse_1013;Nilotinib;GDSC2,0.7701297892768598,drugresponse
metabolomics_SDMA/ADMA,0.7692702207790425,metabolomics
drugresponse_200;Dacinostat;GDSC1,0.7687437701754187,drugresponse
drugresponse_366;TWS119;GDSC1,0.7657663217175827,drugresponse
metabolomics_C58:6 TAG,0.764690934737175,metabolomics
proteomics_ATAD3A,0.763840066561243,proteomics
drugresponse_1061;SB590885;GDSC2,0.7631045444663492,drugresponse
drugresponse_256;JW-7-24-1;GDSC1,0.7630796861028889,drugresponse
drugresponse_1037;BX795;GDSC1,0.7622201798810975,drugresponse
metabolomics_inositol,0.762149236560673,metabolomics
drugresponse_156;AZD6482;GDSC1,0.761500619820179,drugresponse
drugresponse_1938;Tretinoin;GDSC2,0.7611061009382138,drugresponse
metabolomics_C32:2 PC,0.7609467947773476,metabolomics
proteomics_PSIP1,0.7606294229210911,proteomics
transcriptomics_SCD,0.7605393005728448,transcriptomics
drugresponse_1516;Cymarine;GDSC1,0.7605273575219594,drugresponse
proteomics_SMARCC2,0.7600987144342787,proteomics
drugresponse_1945;Taselisib;GDSC2,0.7596696188941541,drugresponse
drugresponse_1248;Daporinad;GDSC1,0.7591022715403652,drugresponse
metabolomics_C38:6 PC,0.7586082425213073,metabolomics
drugresponse_171;AKT inhibitor VIII;GDSC1,0.7582046981399131,drugresponse
transcriptomics_RPL22L1,0.7580606036835166,transcriptomics
drugresponse_184;BMS-754807;GDSC1,0.7580439221938918,drugresponse
drugresponse_2076;ERK_5330;GDSC2,0.7569865108019981,drugresponse
conditionals_mut_KRAS,0.7557844123852271,conditionals
metabolomics_carnosine,0.7557748764727984,metabolomics
copynumber_ARNT,0.755403636690205,copynumber
copynumber_RSPO2,0.754894075303002,copynumber
drugresponse_1200;Fulvestrant;GDSC2,0.7546871675162664,drugresponse
drugresponse_1916;AZD5363;GDSC2,0.7530758532202263,drugresponse
drugresponse_1007;Docetaxel;GDSC2,0.7529808980088608,drugresponse
proteomics_HSPB1,0.751904880956835,proteomics
drugresponse_1510;Linsitinib;GDSC2,0.7516109939194969,drugresponse
conditionals_mut_KMT2D,0.7514555869254752,conditionals
drugresponse_1089;Oxaliplatin;GDSC2,0.7507522493825487,drugresponse
drugresponse_1445;AZD8835;GDSC1,0.7503378021356856,drugresponse
copynumber_MALT1,0.7496812904973029,copynumber
proteomics_HYOU1,0.7495074545511784,proteomics
drugresponse_576;RU-SKI 43;GDSC1,0.7492145154023877,drugresponse
drugresponse_1931;MIRA-1;GDSC2,0.7488534651662425,drugresponse
proteomics_FIS1,0.7476444706640661,proteomics
proteomics_BAZ1B,0.7472789841500335,proteomics
drugresponse_262;VX-11e;GDSC1,0.7471040689646404,drugresponse
metabolomics_C22:0 SM,0.7470491071813489,metabolomics
drugresponse_1966;KIT_6754;GDSC2,0.7466801492400352,drugresponse
proteomics_CMAS,0.7459826937050513,proteomics
proteomics_MTDH,0.7456231621649534,proteomics
copynumber_BCL6,0.7454677363898752,copynumber
drugresponse_1053;MK-2206;GDSC2,0.7434345386521654,drugresponse
drugresponse_1393;Gemcitabine;GDSC1,0.7423174240544943,drugresponse
metabolomics_C32:0 PC,0.7420932567390907,metabolomics
drugresponse_304;SB52334;GDSC1,0.7418517023637182,drugresponse
drugresponse_317;WYE-125132;GDSC1,0.7413396172729653,drugresponse
copynumber_PTPRK,0.7405122872163856,copynumber
drugresponse_155;Ponatinib;GDSC1,0.7393857304756004,drugresponse
metabolomics_arginine,0.7393414465369638,metabolomics
copynumber_RIPK1,0.7389055818076672,copynumber
copynumber_LPP,0.7383541302556494,copynumber
drugresponse_2107;LJI308;GDSC2,0.7378246224810198,drugresponse
metabolomics_glutathione reduced,0.7377537536280587,metabolomics
drugresponse_1401;AZD5438;GDSC1,0.7377116282082842,drugresponse
copynumber_HNRNPA2B1,0.7376776764951706,copynumber
copynumber_RBM39,0.7375088047022242,copynumber
drugresponse_1136;Capivasertib;GDSC1,0.7369426545817221,drugresponse
copynumber_BAP1,0.7363334559989623,copynumber
drugresponse_1237;EPZ004777;GDSC2,0.7358632152926039,drugresponse
copynumber_ING1,0.7351632379675784,copynumber
metabolomics_C18:1 LPC,0.7350480992563614,metabolomics
metabolomics_CMP,0.7346241715258574,metabolomics
drugresponse_1526;Refametinib;GDSC1,0.7344258449044055,drugresponse
drugresponse_1001;AICA Ribonucleotide;GDSC1,0.7339136590261114,drugresponse
copynumber_PDE4DIP,0.7337869594166203,copynumber
proteomics_ACAT1,0.7323069019521253,proteomics
copynumber_IKZF1,0.7321564472670234,copynumber
drugresponse_1377;Afatinib;GDSC1,0.7316792340207438,drugresponse
proteomics_TOP1,0.7309711166152967,proteomics
proteomics_SSBP1,0.7290351066399391,proteomics
drugresponse_164;JQ12;GDSC1,0.7288850140283354,drugresponse
metabolomics_C32:1 PC,0.7283947153984459,metabolomics
metabolomics_C18:0 SM,0.7277979768244393,metabolomics
copynumber_SETDB1,0.7262964647599139,copynumber
drugresponse_1006;Cytarabine;GDSC1,0.7261469643053787,drugresponse
drugresponse_1373;Dabrafenib;GDSC1,0.7256821559654559,drugresponse
drugresponse_176;IPA-3;GDSC1,0.7256598339661652,drugresponse
drugresponse_263;FR-180204;GDSC1,0.7256536652458472,drugresponse
metabolomics_C18:0 CE,0.7251429140775002,metabolomics
proteomics_HNRNPUL2,0.7241760716720005,proteomics
proteomics_CYB5B,0.7239915405118506,proteomics
proteomics_SUCLA2,0.7236375752255709,proteomics
proteomics_XRN2,0.7233704520912021,proteomics
drugresponse_342;Tenovin-6;GDSC1,0.7233350396805049,drugresponse
copynumber_SRC,0.7224911082815504,copynumber
metabolomics_C16:0 SM,0.722438274745241,metabolomics
metabolomics_C58:7 TAG,0.7220915991263637,metabolomics
proteomics_GTF2I,0.7220476975354694,proteomics
proteomics_IGF2R,0.7215965740616281,proteomics
proteomics_STX7,0.7202119005413903,proteomics
copynumber_IRF4,0.7197515848729655,copynumber
drugresponse_177;GSK650394;GDSC1,0.7195515514829972,drugresponse
drugresponse_284;JNJ38877605;GDSC1,0.7192946151224646,drugresponse
drugresponse_1058;Pictilisib;GDSC1,0.719150715372685,drugresponse
proteomics_AK3,0.7191282481424822,proteomics
copynumber_PTPRT,0.7183863094300718,copynumber
proteomics_ACADM,0.7170617836992076,proteomics
drugresponse_1392;Bleomycin (10 uM);GDSC1,0.7168440423522899,drugresponse
copynumber_LATS2,0.7167610440055411,copynumber
metabolomics_cotinine,0.7166533255767437,metabolomics
drugresponse_1919;Osimertinib;GDSC2,0.7160681574891475,drugresponse
copynumber_PAK2,0.7148564884231786,copynumber
drugresponse_1193;UNC0638;GDSC2,0.7144926320741681,drugresponse
copynumber_PIK3CA,0.714307949408518,copynumber
drugresponse_477;A-83-01;GDSC1,0.7140862853696146,drugresponse
crisprcas9_EFR3A,0.7132427921647718,crisprcas9
metabolomics_5-adenosylhomocysteine,0.7131465435488354,metabolomics
drugresponse_331;QL-X-138;GDSC1,0.7118884106785562,drugresponse
drugresponse_1010;Gefitinib;GDSC2,0.7116956718348814,drugresponse
copynumber_SOHLH2,0.7109065625384092,copynumber
proteomics_CDK5RAP3,0.7107951827407712,proteomics
proteomics_VAPA,0.7104972695077754,proteomics
copynumber_ETNK1,0.7104484929016273,copynumber
copynumber_MAP3K13,0.7093378581791174,copynumber
drugresponse_1050;ZM447439;GDSC2,0.7078848042731571,drugresponse
proteomics_SARS2,0.7078419176021409,proteomics
proteomics_PDHB,0.7066347271846409,proteomics
drugresponse_1446;PI3Ka_4409;GDSC1,0.7055056572270896,drugresponse
drugresponse_1023;GW441756;GDSC1,0.7054234508323896,drugresponse
drugresponse_172;Embelin;GDSC1,0.705119048151655,drugresponse
drugresponse_1432;AZD1480;GDSC1,0.7049196243401845,drugresponse
drugresponse_2162;Danusertib;GDSC2,0.7040302391701456,drugresponse
drugresponse_1459;PARP_0108;GDSC1,0.7037601375995298,drugresponse
copynumber_PCDH17,0.7036310380612831,copynumber
drugresponse_1021;Axitinib;GDSC1,0.7032230620412294,drugresponse
drugresponse_1912;Afuresertib;GDSC2,0.7031424508288134,drugresponse
drugresponse_1497;AZD4547;GDSC1,0.7027571599593414,drugresponse
metabolomics_xanthine,0.7026851078378216,metabolomics
drugresponse_1922;Cediranib;GDSC2,0.7024729683553856,drugresponse
"drugresponse_376;Brivanib, BMS-540215;GDSC1",0.7022491815492807,drugresponse
copynumber_MECOM,0.701985496129856,copynumber
drugresponse_1414;Fulvestrant;GDSC1,0.7014354922080638,drugresponse
metabolomics_thiamine,0.701324139552268,metabolomics
copynumber_SOX21,0.7003938643730978,copynumber
metabolomics_uracil,0.6995651786386328,metabolomics
copynumber_KRAS,0.6995210759910052,copynumber
metabolomics_C22:6 CE,0.6994221690178248,metabolomics
drugresponse_167;OSU-03012;GDSC1,0.6986922406497571,drugresponse
metabolomics_leucine,0.6979700398391999,metabolomics
drugresponse_1371;PLX-4720;GDSC1,0.6979245830477304,drugresponse
copynumber_TP53,0.6978464865885179,copynumber
drugresponse_159;HG6-64-1;GDSC1,0.697060176103224,drugresponse
drugresponse_1495;Olaparib;GDSC1,0.6961624058687759,drugresponse
copynumber_PTEN,0.695976753955995,copynumber
proteomics_HNRNPAB,0.6955512809977908,proteomics
crisprcas9_SCAP,0.6955265788108468,crisprcas9
drugresponse_299;OSI-027;GDSC1,0.6954101744805093,drugresponse
drugresponse_1512;Cyclophosphamide;GDSC2,0.6945885085763455,drugresponse
drugresponse_363;PF-00299804;GDSC1,0.6941619238046959,drugresponse
drugresponse_1460;PARP_9482;GDSC1,0.6935318246444228,drugresponse
drugresponse_1915;AZD3759;GDSC2,0.6932606624430078,drugresponse
proteomics_CSNK2A2,0.6931768611251963,proteomics
metabolomics_acetylcarnitine,0.6928640883231149,metabolomics
copynumber_TP63,0.6926424008170544,copynumber
copynumber_HEY1,0.6924242935326606,copynumber
copynumber_ARHGEF10,0.6922951500904136,copynumber
drugresponse_1997;WEHI-539;GDSC2,0.6917299347363149,drugresponse
proteomics_PURB,0.6907478419522751,proteomics
drugresponse_1018;Veliparib;GDSC1,0.6905721888569591,drugresponse
copynumber_BIRC3,0.690361679096523,copynumber
proteomics_REXO2,0.6902945901333467,proteomics
copynumber_MAP2K4,0.6899195551454521,copynumber
drugresponse_1530;PFI-3;GDSC1,0.6899037567739718,drugresponse
metabolomics_creatinine,0.6898998331829262,metabolomics
metabolomics_aconitate,0.6894572787017703,metabolomics
proteomics_AARS2,0.6891248356196289,proteomics
drugresponse_273;CUDC-101;GDSC1,0.6883383728994037,drugresponse
drugresponse_1050;ZM447439;GDSC1,0.6882744115240838,drugresponse
metabolomics_2-deoxycytidine,0.6874492326514561,metabolomics
proteomics_MMAB,0.6865882033063031,proteomics
metabolomics_carnitine,0.6863378957623865,metabolomics
drugresponse_1594;OSI-027;GDSC2,0.6863344862039779,drugresponse
drugresponse_1241;CHIR-99021;GDSC1,0.6860946092243644,drugresponse
proteomics_TMX1,0.6860642078620918,proteomics
copynumber_SMARCB1,0.6859620269001903,copynumber
copynumber_PDPR,0.6854093189103602,copynumber
copynumber_FOXA2,0.6853547285358691,copynumber
copynumber_KLHL6,0.6853167783455933,copynumber
proteomics_MDH2,0.6845100235312742,proteomics
metabolomics_inosine,0.6844300062026238,metabolomics
drugresponse_186;Bexarotene;GDSC1,0.683733655466086,drugresponse
copynumber_NTRK1,0.6831654595548717,copynumber
drugresponse_182;Obatoclax Mesylate;GDSC1,0.6827089505504137,drugresponse
drugresponse_1444;AZD8186;GDSC1,0.6826368466757102,drugresponse
proteomics_DCXR,0.6825121685288914,proteomics
proteomics_AKAP8,0.6821404672073463,proteomics
drugresponse_2460;Prexasertib;GDSC2,0.6819674313431942,drugresponse
proteomics_EHD4,0.681728053794291,proteomics
drugresponse_326;GSK690693;GDSC1,0.6816202233294059,drugresponse
drugresponse_2282;Romidepsin;GDSC2,0.6815861211449578,drugresponse
copynumber_TFEB,0.6812529243664734,copynumber
proteomics_HTRA2,0.6806719794658654,proteomics
proteomics_DIABLO,0.679997640426331,proteomics
copynumber_CREB3L2,0.6799006674174809,copynumber
copynumber_PRCC,0.6797283240904806,copynumber
metabolomics_C18:0 LPE,0.6796423592073383,metabolomics
proteomics_VDAC3,0.6792903002981842,proteomics
proteomics_KPNA4,0.6792305137547802,proteomics
drugresponse_1441;AZD2014;GDSC1,0.678910872525735,drugresponse
crisprcas9_CCND1,0.6788713939279699,crisprcas9
drugresponse_1970;ERK_6197;GDSC2,0.6787199367676425,drugresponse
drugresponse_1378;Bleomycin (50 uM);GDSC1,0.67830704360194,drugresponse
copynumber_BCR,0.6777112591917706,copynumber
proteomics_PPP1CA,0.6776881725582471,proteomics
proteomics_KARS1,0.6775493342119003,proteomics
metabolomics_C36:3 PC,0.6773310456633828,metabolomics
drugresponse_546;FTY-720;GDSC1,0.6766343129991956,drugresponse
proteomics_NUP153,0.6765687873218711,proteomics
metabolomics_C36:1 PC,0.6761310201903571,metabolomics
proteomics_C1QBP,0.6760740424423962,proteomics
drugresponse_1930;Telomerase Inhibitor IX;GDSC2,0.6758506965394991,drugresponse
